Minisector,VER,SAI,Fastest
0,292.28835946711985,289.7888158315789,VER
1,219.3012492864044,215.89194099858668,VER
2,145.9853680328202,140.9790507619146,VER
3,222.96511197480046,216.40707773727536,VER
4,157.66980936290824,149.63948955556882,VER
5,177.11941665563842,173.3418596241818,VER
6,248.0849829418819,246.67023842539683,VER
7,272.4286350408847,269.22003951746035,VER
8,280.25066137566137,275.4412949370197,VER
9,260.3906762700188,246.74226133333335,VER
10,245.65877906369727,233.32155733333335,VER
11,247.45036229565218,233.17567513273772,VER
12,213.24865608554242,204.4575692380178,VER
13,141.21971191437785,138.151121667523,VER
14,155.45404691180045,144.7201643944329,VER
15,183.92044320628048,179.58602941271354,VER
16,255.58730209523807,250.97499900952383,VER
17,242.95268648928527,243.40332202822398,SAI
18,117.51519616547901,114.51125400415657,VER
19,193.80450820906393,193.46454413553556,VER
20,198.33697534433904,192.9944081468403,VER
21,233.37246376811595,227.95900674120082,VER
22,263.0669125750036,259.60053861801157,VER
23,278.84916695963,275.5608691582585,VER
24,288.0244708994709,284.52675447017543,VER
25,291.0,286.85,VER
