Minisector,HAM,SAI,Fastest
0,278.6541819118197,274.28458615155984,HAM
1,239.45527925164524,228.3173509802036,HAM
2,118.27537266975311,115.87496584279553,HAM
3,191.75695266607244,190.28224360030646,HAM
4,183.44220516208827,173.43499664861713,HAM
5,220.36927461160704,215.18529524771054,HAM
6,277.813123514797,270.1955381766947,HAM
7,295.1005029265336,286.99691645826584,HAM
8,189.2372428151181,180.30791457738886,HAM
9,134.7144379248158,129.44388453438282,HAM
10,136.340087488696,135.27413779586803,HAM
11,191.84618319831043,192.4117579715819,SAI
12,224.73716972853362,221.52892547113987,HAM
13,135.11865839346348,129.28588933470746,HAM
14,157.87492082340663,158.31394140969448,SAI
15,121.6867084387457,121.60129203642701,HAM
16,256.0004622518751,252.27134975507536,HAM
17,144.22548236355888,145.1960081928482,SAI
18,200.8539008689968,199.41907770178025,HAM
19,140.69678152212484,129.18027432759632,HAM
20,155.20297986379876,150.30959123899083,HAM
21,130.67184078915665,125.16888813756256,HAM
22,146.44040085056997,144.84558252063115,HAM
23,222.0211279889915,216.82223737234702,HAM
24,236.88639619340327,231.2066560654147,HAM
