Minisector,HAM,HUL,Fastest
0,274.6763037028572,277.1268766043408,HUL
1,295.2326100296296,295.04437982545403,HAM
2,294.4852819516049,292.96572778013984,HAM
3,177.2598541484884,184.835494931784,HUL
4,121.26536237510452,122.08257948385729,HUL
5,234.36102456752135,236.04791167030163,HUL
6,279.6079396292063,279.52312639394887,HAM
7,293.7339628372671,292.00397659517455,HAM
8,185.33997941528693,183.86899643701702,HAM
9,147.79774757845888,147.92487160104466,HUL
10,252.30249139301588,250.04284474486732,HAM
11,287.5199305948874,288.3271111032804,HUL
12,298.9414352273593,299.30268399030246,HUL
13,285.6477290850088,282.026088296871,HAM
14,296.3319230615708,297.250397137974,HUL
15,296.8067783730388,303.47638204042914,HUL
16,259.201978644653,259.8924149189961,HUL
17,235.38953092856192,224.80783435967638,HAM
18,277.8938656096066,272.7699745726461,HAM
19,297.5009246909025,295.4481716168884,HAM
20,302.8183914300047,299.6095228088889,HAM
21,244.17875941098902,246.4908059385034,HUL
22,264.68307461172657,259.6750007072464,HAM
23,146.1394642134376,146.69351779943358,HUL
24,216.72545856067225,209.07692345083692,HAM
25,,253.24500032,HUL
