Minisector,LEC,ALO,Fastest
0,284.49385798787876,294.0789772329004,ALO
1,298.95940024037424,314.50679809122806,ALO
2,305.0720237714286,326.3306878306878,ALO
3,306.30228174391533,325.98625673573633,ALO
4,251.72498964858826,261.11648616811596,ALO
5,190.7471384872504,183.76895974659544,LEC
6,254.19799892710805,253.30163014492751,LEC
7,280.516581478458,278.4183034102,LEC
8,207.51532889150013,199.701911243255,LEC
9,207.16728241777778,205.38490250982457,LEC
10,140.9541609267607,133.43632695407152,LEC
11,245.00716620799997,242.53372763419918,LEC
12,273.6299735266264,268.9287607757576,LEC
13,217.93097389387756,212.28772120232912,LEC
14,262.1726545298183,257.58142328888886,LEC
15,224.37299543703705,219.41518990385998,LEC
16,183.2696143665773,179.54808771601733,LEC
17,257.013431347412,253.9693072967501,LEC
18,154.99825667677194,151.09447895013494,LEC
19,207.3268485170068,200.33795782082908,LEC
20,269.44986481928515,268.19428998847286,LEC
21,288.8626983111111,293.34559101964646,ALO
22,162.83414537735248,156.7427837112084,LEC
23,178.8581929859944,173.83773127688323,LEC
24,257.0132256989863,254.50917790158627,LEC
25,,278.8111104,ALO
