Minisector,HAM,SAI,Fastest
0,279.22326349229417,280.4887969924812,SAI
1,127.83786877390541,119.68403415078883,HAM
2,155.0369464959638,161.28181621635576,SAI
3,211.81946121674946,208.63514748014651,HAM
4,168.19280331844158,162.15950174872404,HAM
5,242.84489026346182,245.57583638155307,SAI
6,216.76609832248855,202.98192376772505,HAM
7,136.07994388808646,134.68274434959244,HAM
8,231.43330400609526,237.08928416507936,SAI
9,272.597293741936,276.15178120490623,SAI
10,282.53481438814816,279.38527329140686,HAM
11,155.0532555122819,146.48578319365078,HAM
12,214.7934086814815,217.46455786666667,SAI
13,265.5600564631579,268.15204244176215,SAI
14,267.3686734239446,251.13899752704143,HAM
15,102.52746857847785,99.64285031963003,HAM
16,214.07550012383552,222.99115622678735,SAI
17,267.59949206349205,271.6166917798496,SAI
18,289.19134912645825,293.0270723358025,SAI
19,300.84633759253035,304.8215613614979,SAI
20,304.26715686274514,310.3509383887955,SAI
21,286.7288428925647,273.23746079989314,HAM
22,155.38887761824088,151.82001548094505,HAM
23,228.7346136628036,238.2185074097512,SAI
24,273.89343869885806,277.50538055797205,SAI
