Minisector,SAI,NOR,Fastest
0,276.8835928085154,276.3124550101325,SAI
1,302.6746430737415,302.33117917090914,SAI
2,317.0697930890815,315.4722112902564,SAI
3,324.2004481621703,321.60854340840336,SAI
4,328.8191270095238,324.11314100512817,SAI
5,328.080254436727,326.5917658920635,SAI
6,209.2008476943238,208.54504769876894,SAI
7,109.37309619887374,109.38004027250123,NOR
8,187.56453380902693,190.1771516415563,NOR
9,263.7983419643808,265.2764161131313,NOR
10,292.0476932711046,290.8801485971882,SAI
11,164.37306178382875,172.9876521065791,NOR
12,94.51707364392291,94.93072857551684,NOR
13,119.2215682414035,113.79343207122186,SAI
14,220.32746485576249,222.9720612612987,NOR
15,187.14766774498813,199.5966616971953,NOR
16,229.6274994521212,229.83878276525252,NOR
17,177.84506827621587,189.4730763748493,NOR
18,242.99488953763537,242.5053030884726,SAI
19,280.5818777848485,279.13168528,SAI
20,245.73921226597403,250.64560323649053,NOR
21,146.87329377246996,151.06421375827958,NOR
22,98.4550483243985,99.7885183553107,NOR
23,126.06238530649519,129.38647888036968,NOR
24,233.00310189357026,226.60910590476192,SAI
