Minisector,SAI,LEC,Fastest
0,317.7257647455782,302.6308503715547,SAI
1,155.76967094573644,160.2536069379791,LEC
2,160.10344959332494,160.97845853316144,LEC
3,202.8489660837561,203.42355735187573,LEC
4,283.2494313606625,278.438224742029,SAI
5,297.228976630303,293.28996174545455,SAI
6,145.99496702460945,149.879896421475,LEC
7,137.2708785569224,140.62839117976864,LEC
8,161.82672261351695,165.41555237508416,LEC
9,154.31882848006708,154.17114345381364,SAI
10,137.50740664091353,138.05603514266005,LEC
11,132.01188607820646,130.10132005771996,SAI
12,143.26581430909093,145.97072704797282,LEC
13,259.00272817330455,254.99428399037888,SAI
14,283.7108915701791,282.35208346666667,SAI
15,155.77239629863325,153.57301526349207,SAI
16,206.35337302237727,207.4080107159937,LEC
17,156.12439546447598,156.17956662315024,LEC
18,261.8988301805721,256.86111952457145,SAI
19,290.348032920911,282.03796005541125,SAI
20,301.6278829496897,291.9430399030303,SAI
21,311.5904760888889,301.62784096969693,SAI
22,316.6724999466667,306.8799603301587,SAI
23,321.14791233411086,310.62083333333334,SAI
24,316.70978281739133,308.18532605217393,SAI
