Minisector,VER,SAI,Fastest
0,286.934960551632,285.56993851487533,VER
1,298.127696,295.47451794952445,VER
2,303.60737957819845,299.8556573641949,VER
3,303.85006246760224,301.01200945143603,VER
4,190.9076958534947,174.07662870385076,VER
5,206.6829539277306,203.93662969095644,VER
6,244.50143226006267,213.79869568844558,VER
7,264.8147277367158,253.80024624083958,VER
8,273.50122014749047,268.3272842084979,VER
9,168.97134939862426,166.75263084124808,VER
10,224.75841922810233,230.30386459805095,SAI
11,147.56528558678534,141.19234290032415,VER
12,210.7790760216918,219.77158247771035,SAI
13,218.56970543188393,201.10040650033255,VER
14,202.32519365361392,209.9898924373092,SAI
15,247.9193564256595,244.11570929245943,VER
16,257.73328108847386,254.77553546885557,VER
17,280.49789898039216,277.98732287480334,VER
18,185.7951882083341,156.98374269788647,VER
19,140.2715290837434,155.70240291556408,SAI
20,146.05971193605197,145.34089214095218,VER
21,181.9116015494312,172.2178920857722,VER
22,122.42171489385719,117.2412022793383,VER
23,209.27774983669246,218.59765649833594,SAI
24,263.82300023683007,265.6019806140217,SAI
