Minisector,VER,HAM,Fastest
0,323.44350764295353,307.4849959461978,VER
1,246.67733135746033,226.03331536510652,VER
2,124.18738121442819,130.1516905170507,HAM
3,240.93798409384732,230.90903468978652,VER
4,191.70348269796696,192.84430255218976,HAM
5,251.27695862289175,247.95444268293738,VER
6,235.8704512191062,231.73265379450626,VER
7,256.9349283752248,258.91996362533956,HAM
8,291.3423724711111,293.44855501140506,HAM
9,214.37520010950516,194.0150933811062,VER
10,192.7272087123707,214.23330026971902,HAM
11,272.350345038002,276.46474640422434,HAM
12,226.32795559461528,207.08205685290883,VER
13,249.02141147878788,252.90940952346574,HAM
14,292.77215429075346,295.153586078903,HAM
15,309.8318920725265,311.3331510585507,HAM
16,309.07043630629863,308.9341324627302,VER
17,213.23095734377173,204.48276032861168,VER
18,255.51693974641537,264.76476635473193,HAM
19,295.4484487256219,297.57715660566424,HAM
20,311.1933537202336,314.09407987707067,HAM
21,308.31624662643276,309.7708707267089,HAM
22,157.013046268743,137.0897320503622,VER
23,226.30748340323203,235.80099989133197,HAM
24,286.6940209798758,290.7575117953741,HAM
25,301.9312496,,VER
