Minisector,HAM,SAI,Fastest
0,290.44648544861286,284.1770969025451,HAM
1,156.15438809498406,148.9863135468998,HAM
2,166.47790397758232,157.69062967858906,HAM
3,237.45686501485713,241.95865671143892,SAI
4,257.03750332084036,263.0221173625859,SAI
5,238.07268004656086,229.3659396369947,HAM
6,212.9944772882155,205.38903552621917,HAM
7,144.75843127475784,138.92387910396732,HAM
8,225.82407116945296,231.02097831918368,SAI
9,296.52897669956707,298.7719370855127,SAI
10,318.112875747997,321.1008332266667,SAI
11,315.76460665644004,320.2202384800436,SAI
12,310.4151007475556,313.7951339085714,SAI
13,303.40797655171326,306.1188843922587,SAI
14,126.64721523458212,122.89669425609942,HAM
15,119.2664727122883,116.23955258617416,HAM
16,105.35091526109919,106.51464647007064,SAI
17,241.19416406383837,243.4261978293706,SAI
18,303.35480848071325,305.3605765005553,SAI
19,319.0553473068646,319.03545422457734,HAM
20,316.0703704177778,316.3090686745098,SAI
21,311.4652781807853,313.91693146134355,SAI
22,119.06320039282284,114.3880846753269,HAM
23,200.76705801902986,213.37220466018186,SAI
24,273.53777989176115,271.1365170175868,HAM
