Minisector,VER,PER,Fastest
0,302.81042324208096,292.3278545523809,VER
1,320.9425540958153,303.1945041672317,VER
2,324.96913834505625,297.76603140849994,VER
3,190.7572188303069,177.47157713704257,VER
4,209.28034535863011,208.7739612646407,VER
5,205.26255249576374,202.81106469836968,VER
6,264.7614975425246,262.48548188904005,VER
7,255.43011802905244,248.4103894986689,VER
8,210.01373869883562,199.3903149357037,VER
9,207.01931175423377,205.7821886988295,VER
10,142.31887698215826,146.05966386149294,PER
11,195.28547883753723,184.04415267654565,VER
12,182.86279717068064,186.75168677329384,PER
13,245.4992186088889,237.252106598557,VER
14,173.9457192090476,172.05210216725987,VER
15,232.29880832662528,237.61995723493317,PER
16,274.9499654995011,275.62900959064325,PER
17,279.2964865206349,276.3829810565079,VER
18,273.59921724836937,264.0118903292554,VER
19,256.5621184562186,249.88461940869567,VER
20,254.52126699089948,253.0730036436945,VER
21,255.71545048629588,258.39094232612837,PER
22,222.61687171868132,199.79120679280422,VER
23,201.01702149334292,201.0098577995728,VER
24,266.5798073194805,269.5110764289524,PER
25,284.13250048,,VER
