Minisector,LEC,NOR,Fastest
0,275.1438111613968,274.75472158776336,LEC
1,295.93170087785734,292.9058367216971,LEC
2,295.20112467167917,292.803332418355,LEC
3,182.46538389021944,169.53534308098514,LEC
4,116.59633444672015,116.98481762666768,NOR
5,232.5276931029228,233.83825422593856,NOR
6,278.70654167466665,287.95131092487094,NOR
7,291.1714339667725,303.2100790707644,NOR
8,175.27427869213608,166.7646836011396,LEC
9,141.05385110480896,138.6575112031842,LEC
10,246.58816492685423,248.60262171992707,NOR
11,287.2868067970724,286.93267093334214,LEC
12,301.7695502899471,289.7649223086003,LEC
13,277.95556890189073,267.79373851161824,LEC
14,295.0473244092562,289.3429678908107,LEC
15,296.73920626109117,290.20259981449277,LEC
16,252.5837780056104,231.18881561186586,LEC
17,217.7010610158016,221.97580804477366,NOR
18,274.63669234688706,282.0885092256102,NOR
19,297.01476449209343,313.98044063823687,NOR
20,299.510514980304,312.51367961178096,NOR
21,229.43339487998907,224.07082711839232,LEC
22,256.3113415851764,257.23523184283107,NOR
23,137.318510127523,126.8959590206328,LEC
24,216.81510448454347,223.01078427361801,NOR
25,258.6041706666667,,LEC
