Minisector,HAM,ALO,Fastest
0,302.53079301065713,304.8043759254914,ALO
1,317.3267264186909,323.2429436052389,ALO
2,325.61163201666665,325.52647566666667,HAM
3,324.89805194805194,318.29361961666666,HAM
4,172.83554283342528,159.88106293051146,HAM
5,212.49898530714978,203.08744086849285,HAM
6,239.87015366875062,239.5199768490775,HAM
7,264.78811708883114,264.33988865336676,HAM
8,245.96807625055416,245.53839771015714,HAM
9,160.70590884705882,154.29490079158447,HAM
10,225.4144917600058,222.10421597263323,HAM
11,127.53918324297747,124.65365595404292,HAM
12,228.46854765874514,225.3327790968889,HAM
13,179.73307084952378,177.3883333726364,HAM
14,215.62397917124426,213.69360934338164,HAM
15,248.99439180654244,236.47998461832756,HAM
16,265.1992866989689,262.6250009896296,HAM
17,285.6380016888889,292.7033241769697,ALO
18,151.7923155745355,153.2441285637132,ALO
19,168.15546318257253,159.29015274141994,HAM
20,139.35467191735586,137.294790381244,HAM
21,227.79852463007214,230.19799535416013,ALO
22,260.9515335619048,259.426373333868,HAM
23,249.8939166,247.70835519445885,HAM
24,271.9638568393746,276.77632677272726,ALO
25,282.2833333333333,293.3875008,ALO
