Minisector,NOR,STR,Fastest
0,271.57187403741193,277.4108591586671,STR
1,287.60678117250245,307.09037680761907,STR
2,295.419397952,301.3835380027018,STR
3,128.56710142216315,118.21921359733939,NOR
4,192.22791240609732,205.72446146932657,STR
5,247.6819180515222,256.580104694026,STR
6,134.46374036571427,130.02270219588166,NOR
7,206.22241060834767,201.74925028799422,NOR
8,257.66783782796676,254.7277870408653,NOR
9,278.893768368868,274.88973246535943,NOR
10,230.8208449197204,227.95791396363637,NOR
11,172.52365536983103,171.90559906713196,NOR
12,191.83877444752886,188.39900266552084,NOR
13,134.20898674105248,138.85561276534278,STR
14,174.18853692315048,174.37507041822178,STR
15,160.11776214697394,158.09571109866664,NOR
16,222.30989492894662,218.56317762975453,NOR
17,233.45731553686858,228.2656960453515,NOR
18,239.6619171496705,241.7972629057668,STR
19,224.9546990125177,213.92995518222222,NOR
20,145.8923967439316,147.4380685544248,STR
21,126.79786912994788,128.79362461980952,STR
22,172.603178320112,164.84901033824917,NOR
23,154.28133458582695,150.20517527102118,NOR
24,230.8654268903896,229.1949501815873,NOR
25,256.9833344,,NOR
