Minisector,VER,NOR,Fastest
0,290.5731459526494,290.8162354261396,NOR
1,160.10046424752883,158.25735923074157,VER
2,155.01885433974195,155.98530707131457,NOR
3,227.83295660228063,229.91023135854556,NOR
4,285.77956817916305,295.1121899583893,NOR
5,295.7638665935997,290.4357946503585,VER
6,151.06574765549772,145.2505593949108,VER
7,143.46450151517107,139.26645918960185,VER
8,142.45861267629076,137.0003744127058,VER
9,185.98180311312268,184.31413725880586,VER
10,131.42802653269297,132.12480194497115,NOR
11,130.61715624305128,130.2445004485922,VER
12,166.45264741502632,171.4148383088058,NOR
13,267.8509124484183,270.23104558227107,NOR
14,296.4294636523565,293.4101429507401,VER
15,159.53570788340514,149.73812217898185,VER
16,219.87084153983056,204.40781356045798,VER
17,171.9265494896623,170.51771811796303,VER
18,271.1006781710793,270.07658420773595,VER
19,294.2955206059467,297.2178288574487,NOR
20,307.66621857707315,311.3425604236627,NOR
21,316.2335968163724,319.81996271557074,NOR
22,321.22499163875557,327.20998734495384,NOR
23,323.55105639746097,338.07208965590763,NOR
24,322.0910966288048,341.0780936371664,NOR
25,,341.121183844722,NOR
