Minisector,HAM,BOT,Fastest
0,292.118055415873,305.20818104280613,BOT
1,300.0451885132974,319.9743574745206,BOT
2,280.2922841624844,288.8529311547524,BOT
3,117.72121391652736,114.96432596379833,HAM
4,226.53088996104276,226.31442851607756,HAM
5,267.9542513268958,274.825,BOT
6,220.62622820625197,230.10263458969686,BOT
7,164.58477517288617,166.15358845390327,BOT
8,206.90576745278324,202.4757597878165,HAM
9,211.93587947866922,220.12244199947762,BOT
10,116.2659108816873,115.14229539599239,HAM
11,229.8975036723936,229.39524976143963,HAM
12,116.89179663214999,116.22506429949244,HAM
13,227.94036340321426,219.72022369724786,HAM
14,283.8446377232491,272.2925423897226,HAM
15,229.08564587547764,227.93538339704224,HAM
16,200.88161914354797,197.17732539258336,HAM
17,255.37403542420142,254.16623426846127,HAM
18,217.8943598650992,211.8380621345342,HAM
19,182.09700453741928,182.63482174850338,BOT
20,267.2816175765393,269.02284562963746,BOT
21,294.9237767863779,294.29585638143925,HAM
22,164.8495298194041,169.79470872098292,BOT
23,213.0535199737551,201.59450570234722,HAM
24,280.32815669800425,271.44253257932064,HAM
25,,286.1895834666667,BOT
