Minisector,NOR,RUS,Fastest
0,295.9930331243513,292.73354572985505,NOR
1,173.38217128664502,186.68589981618138,RUS
2,177.199034613663,177.6093071883824,RUS
3,252.80521506917393,253.4701018167977,RUS
4,287.37757702702027,283.86833993612316,NOR
5,253.6841254969697,244.81838810408806,NOR
6,229.24943031077254,230.48280093834583,RUS
7,154.96718084466875,162.1498932795343,RUS
8,225.7814968370068,220.681502608616,NOR
9,280.39660791665705,276.3947700858556,NOR
10,301.3426601732,299.9382702531401,NOR
11,311.701276477193,309.68323634692064,NOR
12,316.6612433801631,313.83122181606313,NOR
13,314.16517138257495,313.52071434756306,NOR
14,138.01268036871068,139.43497491924714,RUS
15,119.51339316631562,121.48396288666514,RUS
16,102.84840162510747,97.34224244256735,NOR
17,234.7718671453968,224.19122020872564,NOR
18,285.0598270657924,280.76605241523805,NOR
19,305.7063211688312,302.71847996841774,NOR
20,316.1916942953651,312.5721151701655,NOR
21,317.91528306646273,315.206162077193,NOR
22,127.4991159004056,144.90744295207716,RUS
23,207.2156135949384,187.7204778279512,NOR
24,272.70026648194954,266.4061868734694,NOR
25,286.5249984,282.93229199999996,NOR
