Minisector,VER,NOR,Fastest
0,291.2610157992419,305.7030777313376,NOR
1,300.55955311075695,320.9401315368421,NOR
2,285.41689585005463,283.29252432409737,VER
3,112.8281834036576,109.93437672574959,VER
4,226.22271286009519,228.66088993459542,NOR
5,265.3547883751655,283.7511096296463,NOR
6,206.76138644795103,220.3341601035957,NOR
7,164.4231963457875,161.84702994019335,VER
8,201.49241861659172,197.1101504530656,VER
9,217.60495840815886,203.05070408509556,VER
10,112.98012259298349,112.77532986812092,VER
11,227.68759451308443,227.0853207677834,VER
12,115.67527975881345,116.78987858114307,NOR
13,221.67945577829633,221.62978196346518,VER
14,271.7897445275787,270.65660541183047,VER
15,225.40392006518584,213.8734658412076,VER
16,203.89407698327182,197.80180129443914,VER
17,250.59258129063141,250.54191908382165,VER
18,201.20999134698442,199.3090571665925,VER
19,184.8782929295813,179.70337750080066,VER
20,267.81655403313755,265.65610257884003,VER
21,294.2116394833481,294.23478280241153,NOR
22,163.03819898720658,159.51155150734394,VER
23,210.9077092986252,205.78677586761077,VER
24,271.6590394740443,269.60426889688125,VER
25,283.97499946666665,284.06666666666666,NOR
