Minisector,HAM,VER,Fastest
0,234.48746153700435,235.13549018938704,VER
1,285.52931228782717,282.35762984588746,HAM
2,302.1200757818182,293.63512313470034,HAM
3,308.60479168,296.6179138321996,HAM
4,278.48987092537817,268.83502095238094,HAM
5,174.61218292311963,173.76772546392584,HAM
6,265.12707568451935,259.24806353812744,HAM
7,282.5625541610389,276.60212214327123,HAM
8,218.1357975793257,224.59090393057883,VER
9,221.18461972016462,219.966112,HAM
10,195.16181386897546,191.79042198281203,HAM
11,223.43350762405677,223.78144018168499,VER
12,204.5122112639017,212.1643419328651,VER
13,221.85630028584887,219.66871678165253,HAM
14,222.76307498456487,221.6763090088923,HAM
15,181.43834369808008,185.66304299176397,VER
16,251.11112018451774,247.85457767032966,HAM
17,293.64594551458777,286.8307036102501,HAM
18,312.3208333333333,300.0869039305954,HAM
19,302.2813490285714,289.51768945454546,HAM
20,132.54875661663547,134.419142851985,VER
21,167.6399010813977,174.32120760545655,VER
22,155.27273594554345,152.90679798562863,HAM
23,204.4242126311172,209.32710509159645,VER
24,147.80884063749966,150.09630061378235,VER
25,187.33333333333331,185.61875146666665,HAM
