Minisector,NOR,ALO,Fastest
0,297.57046151898345,295.1608776186855,NOR
1,222.39690479714938,205.57159297715967,NOR
2,232.36437700266666,231.70621436695538,NOR
3,276.70591447377365,275.6912539758764,NOR
4,253.31532172240267,243.1329892340765,NOR
5,131.061067129403,126.65536895300485,NOR
6,209.31151927488557,213.39210877434218,ALO
7,265.3383879205442,261.6223917464965,NOR
8,255.1129116147131,250.91181712563147,NOR
9,241.19114790464272,241.990947733258,ALO
10,278.0179683213382,276.4201978074805,NOR
11,294.30936717381513,291.24505075641343,NOR
12,305.3375055158277,299.61241124631186,NOR
13,309.970916008283,303.0483135153439,NOR
14,310.02083352470584,302.9041351111111,NOR
15,271.03090911883544,254.42279926153847,NOR
16,253.37153710309633,247.83372935542064,NOR
17,282.5122698710204,280.9189931786391,NOR
18,294.9576184693498,291.389005534446,NOR
19,164.73799660025912,169.8178786918326,ALO
20,210.50666255782312,214.58575013200792,ALO
21,185.81345197876826,193.47454875374947,ALO
22,138.73608129127027,143.00049449116236,ALO
23,243.87064628520235,241.75787555787585,NOR
24,284.6832328488493,282.68766678400004,NOR
25,,293.3071424,ALO
