Minisector,VER,PER,Fastest
0,290.64675744862257,291.8805278734288,PER
1,302.808650637545,299.70472746666667,VER
2,173.04166064105178,164.7868856979581,VER
3,226.73301203023865,223.9550864529323,VER
4,274.4180318044444,273.234751325042,VER
5,294.71337198271635,293.08037542457913,VER
6,302.82284249026424,303.0314627256565,PER
7,178.4929276186549,175.7608861197616,VER
8,131.65293427254082,126.01764359560609,VER
9,250.40963001000569,247.51591458861074,VER
10,285.28458457405276,284.2280849662337,VER
11,301.13291637333333,297.30808257212124,VER
12,156.73708563013065,148.5958773113473,VER
13,186.964309184,191.05614014894016,PER
14,259.64633319718,256.5513513812387,VER
15,219.8563777357576,209.35981156336373,VER
16,226.3833660596664,213.42676604005695,VER
17,224.5973910707224,215.48045461478458,VER
18,250.53266293348725,240.54546292664998,VER
19,279.61505486365184,275.21556224560146,VER
20,298.64167293275614,291.30080570687966,VER
21,272.6558337323809,261.7788755241099,VER
22,231.1909217235921,223.10624326894924,VER
23,209.14071087688453,204.69136616847888,VER
24,265.0066284923906,264.106745624208,VER
25,280.3090909090909,281.8472248888889,PER
