Minisector,VER,LEC,Fastest
0,278.9673821491108,281.37376995473545,LEC
1,295.6685099804359,297.04058460383453,LEC
2,242.5073499841895,240.6951763883248,VER
3,120.17706297777612,119.20917846006479,VER
4,138.74124805706253,145.6530679963251,LEC
5,251.7225636751198,255.773191670351,LEC
6,261.9516630259138,248.6998972763677,VER
7,129.10935983868254,128.75644931136353,VER
8,246.07889341033786,252.90096276293534,LEC
9,264.7351311288479,266.0063918986855,LEC
10,215.03406140773552,212.78590985144953,VER
11,148.79815834129315,151.8242780988187,LEC
12,211.55497560591417,223.63858432587517,LEC
13,261.55659634780824,261.36843990521885,VER
14,119.77091471459131,116.38617483724113,VER
15,196.4873998490067,208.6643241423306,LEC
16,256.8804029799129,264.16225574624355,LEC
17,284.8476885615993,289.1244010220694,LEC
18,295.31754498890996,297.9914191764122,LEC
19,299.8552083733333,301.8622807578948,LEC
20,302.35437514666665,304.54562501333334,LEC
21,164.3136576089771,141.72023664360177,VER
22,151.10614483538066,175.82496791081158,LEC
23,201.53634965185958,193.59996681031973,VER
24,235.7447944744515,245.15768477606525,LEC
25,266.8500032,,VER
