Minisector,VER,NOR,Fastest
0,295.6469376690346,288.55935270915575,VER
1,294.34543497751827,289.17927966546483,VER
2,163.3683627802696,160.66269483275482,VER
3,231.61299658510347,231.66628640728877,NOR
4,285.3041881117747,276.6204600281504,VER
5,310.89285714285717,294.605798215009,VER
6,315.4478175085714,297.1832288075937,VER
7,153.44937051233617,146.25692912564622,VER
8,139.5736872338697,142.90294179273462,NOR
9,255.37229185969153,253.6528040970349,VER
10,294.7923038701586,284.1087796285714,VER
11,303.8966836353742,290.2382196946928,VER
12,144.3600900478518,137.37504226462102,VER
13,200.27284715135087,207.65035592312032,NOR
14,252.42915867509112,257.7791439497703,NOR
15,205.65380179199022,191.9622387123268,VER
16,224.10958825578683,227.34145634712172,NOR
17,214.69877245193706,206.0805883658867,VER
18,247.31364423701203,249.41662064326715,NOR
19,279.14446917176855,280.77154284462375,NOR
20,294.2133673403535,291.9809415935972,VER
21,262.16638193331664,250.9457849747674,VER
22,227.6765764259149,212.87075517759885,VER
23,217.24213655084196,209.84040512918276,VER
24,269.21352089678385,267.451919354726,VER
25,284.55000106666665,,VER
