Minisector,VER,ALB,Fastest
0,301.7771343931685,307.81669226832895,ALB
1,214.00811556176623,228.61515390327057,ALB
2,144.12688249738665,138.85782641503107,VER
3,227.92910319200163,223.88308573930456,VER
4,171.60654869692496,164.21981303285813,VER
5,186.7380936614454,178.5194071274972,VER
6,255.70968156571428,255.531044287121,VER
7,280.8862605115861,283.02411624390925,ALB
8,287.8089323916904,289.5660589733333,ALB
9,263.2149499957895,261.23836314939683,VER
10,252.02383141434993,246.5680699665797,VER
11,245.68503601142078,243.19041083597884,VER
12,210.03670053169287,204.64030765286006,VER
13,132.67976874014659,125.80895202598678,VER
14,148.8546453244398,138.74783485704782,VER
15,178.25203537151992,170.34091728929673,VER
16,249.8088551338658,254.63527515511996,ALB
17,248.15262874012285,246.43811421902572,VER
18,114.20218073061821,111.17724284936419,VER
19,202.2335788176021,198.38862836016997,VER
20,204.93176129273138,196.20839927990556,VER
21,236.04100651157842,239.3160200376099,ALB
22,267.24029722920636,277.4474093972543,ALB
23,283.77851597355266,299.23372202666667,ALB
24,297.0811196133333,315.62827356952386,ALB
