Minisector,BOT,ALB,Fastest
0,259.4783976120412,256.0840150634594,BOT
1,213.9617801717655,209.19745709228462,BOT
2,226.27815879412563,219.22397056616737,BOT
3,263.58132107595145,261.1564542446,BOT
4,276.14176223384123,273.9155045877551,BOT
5,223.35402905143056,214.42859746475077,BOT
6,98.63722102801293,94.88967383019657,BOT
7,188.34329429464552,190.88388969623253,ALB
8,273.1328143192695,269.0346202197701,BOT
9,296.47731375821115,291.9050274232259,BOT
10,304.70970331191387,299.61298226142264,BOT
11,306.07894736842104,291.94671932596367,BOT
12,110.86992876448794,109.03648715689158,BOT
13,218.37305356643844,216.7124066285211,BOT
14,285.9143145421802,277.6845805602893,BOT
15,311.6296766936579,295.7839881812609,BOT
16,230.4203936784322,202.99294152109664,BOT
17,129.48669238229627,125.78307086014706,BOT
18,163.07199280367527,157.98507901589178,BOT
19,255.76645387319303,253.2107213477943,BOT
20,166.3558940571054,150.4414892297317,BOT
21,133.6442402419674,128.5550379073629,BOT
22,206.55164972256895,208.45358501867372,ALB
23,212.02017942694496,199.76426021936282,BOT
24,172.20940134090446,167.22380118016866,BOT
25,231.40833706666666,,BOT
