Minisector,VER,TSU,Fastest
0,304.4366204325926,307.03916675199997,TSU
1,230.39292127189248,230.96279837252524,TSU
2,130.12102893409525,128.95103174028404,VER
3,208.8888770874123,216.4566400585231,TSU
4,262.05118551859647,260.88276043281536,VER
5,286.5388513276552,286.5747027570344,TSU
6,299.66558875763735,299.08871208311683,VER
7,280.5951806577778,274.68601471525926,VER
8,171.76714071630522,163.29262127813357,VER
9,238.82368589784394,236.29263707827664,VER
10,271.09287949602697,270.89663631327977,VER
11,268.4260522964974,259.2072792645614,VER
12,221.03211649477635,209.62687611826087,VER
13,124.88433515597771,127.16920124736677,TSU
14,126.57480787436354,121.50207079166626,VER
15,166.9280557203246,155.26747225970303,VER
16,124.14104517493735,123.09224441409027,VER
17,229.03514652767674,227.75452042599258,VER
18,183.42696148986695,170.18829939111782,VER
19,162.68438064744586,163.54903586274963,TSU
20,245.87357417760504,244.85419877373434,VER
21,273.302208380382,271.34902007215686,VER
22,289.0044190574956,287.96093373630276,VER
23,296.77246746771243,295.91578544410254,VER
24,300.9350084454902,301.2077457791453,TSU
