Minisector,LEC,NOR,Fastest
0,302.9548028386923,310.8927978002107,NOR
1,225.03191835508184,229.156822123087,NOR
2,127.66874046001972,125.85373560166941,LEC
3,238.93203297689374,231.09735853559238,LEC
4,193.23913778688384,193.08092483804552,LEC
5,249.80791711828223,241.6130878207792,LEC
6,235.37643156628477,226.3796831721495,LEC
7,257.8945414873016,252.46676853018064,LEC
8,282.0596105086558,278.23292228053333,LEC
9,205.5961061277339,213.4932762268398,NOR
10,206.0017588520471,204.11161783726791,LEC
11,269.26446837585456,270.08640732060604,NOR
12,209.86736676758386,205.53113870929292,LEC
13,247.15024451702425,241.95174712960252,LEC
14,289.8006252076855,288.2119452908975,LEC
15,309.185678839074,308.8303024272682,LEC
16,313.0835357917922,308.2419710261472,LEC
17,235.21515472003625,222.17087150040152,LEC
18,265.7045684391159,265.0138565039456,LEC
19,298.9780202056199,297.37267568482923,LEC
20,315.1490258891577,316.96176240028825,NOR
21,316.4160353131313,315.41156680076193,LEC
22,152.97592412248676,142.17210814529682,LEC
23,234.10530451775034,234.83004732370557,NOR
24,284.49591042119323,291.04673432137565,NOR
