Minisector,VER,PER,Fastest
0,306.2494018557522,311.1361691155077,PER
1,238.63223804018307,231.61163921579723,VER
2,138.7238074936591,134.29714308705232,VER
3,222.8689571835385,217.37926878710147,VER
4,266.6738186769262,263.2795640607121,VER
5,290.2640227575434,290.2388497019537,VER
6,302.30690487873017,304.44027797333337,PER
7,279.37170694934105,283.15854940003624,PER
8,176.46198728074305,173.24061069642713,VER
9,241.8179225124577,241.5455655900873,VER
10,273.5265772728767,275.1302202201529,PER
11,264.4035407364151,259.989616658089,VER
12,215.00553119336456,201.15181085051196,VER
13,132.58237466084518,131.16413108975462,VER
14,126.10304369282107,125.54040610778927,VER
15,170.55626666079914,170.0947143180981,VER
16,129.04185925767098,127.56953091144106,VER
17,234.23814079899026,230.20448299485935,VER
18,191.09024605339098,183.62259007010937,VER
19,169.41087460894198,171.04330066248986,PER
20,247.8327566727681,250.34511191598853,PER
21,275.90653033592196,278.8450197340419,PER
22,292.47020095238094,296.4294271885017,PER
23,301.82580883256065,307.7808686079364,PER
24,306.8059426710223,312.9752778666667,PER
25,308.0,,VER
