Minisector,LEC,HAM,Fastest
0,326.43647677575757,325.52435199818086,LEC
1,338.7019659777332,334.4604630602385,LEC
2,337.7965554123636,338.0723322709915,HAM
3,202.43183957471973,194.33689479111112,LEC
4,128.00142780482395,137.02988187356985,HAM
5,265.89930538329355,268.2681041551323,HAM
6,301.0045691018399,302.25655067897833,HAM
7,316.09238666158734,318.61387434301616,HAM
8,284.5083899741799,281.9876959240514,LEC
9,144.19276448379256,142.92033550209604,LEC
10,219.63401189789286,231.43905467790657,HAM
11,222.37933267613448,234.03500244605246,HAM
12,199.09180017840433,207.15255671988822,HAM
13,269.29795978926825,270.46637423276746,HAM
14,306.6627996521017,307.91752458593686,HAM
15,321.2331545752381,325.49287827482993,HAM
16,263.91060017005714,276.4719768560501,HAM
17,210.22363723073016,214.4454999605346,HAM
18,276.31426313403193,280.3949155652896,HAM
19,308.6806574493122,311.49707143585374,HAM
20,322.38931685453633,326.6763277758922,HAM
21,298.35732911543903,314.7857521142857,HAM
22,205.99039851547994,213.79434614119813,HAM
23,265.53110659065794,271.5194623037441,HAM
24,305.6494246049524,304.36844539934015,LEC
