Minisector,RUS,HAM,Fastest
0,322.29666103335785,327.45466000761905,HAM
1,332.24397532113517,335.65543864140346,HAM
2,333.53954365079363,333.41734562735934,RUS
3,192.73269369543942,210.1109209965182,HAM
4,126.32520282883232,131.44317525353415,HAM
5,266.8533639376938,263.94209322063494,RUS
6,300.63218096250023,304.56845473820755,HAM
7,315.5769584762716,319.9753661462857,HAM
8,283.59839550442723,292.98447912796536,HAM
9,148.38995957751658,143.25181651598754,RUS
10,227.92276908178894,232.82577387171492,HAM
11,231.28889476778366,224.95438385621281,RUS
12,207.45214469402683,207.35155808311026,RUS
13,272.16287447197874,270.69280927424614,RUS
14,309.13888334610647,306.65633483926706,RUS
15,320.04677248677245,322.5883290013737,HAM
16,272.2315939486808,280.4646908159703,HAM
17,222.6448118371721,213.4841964274026,RUS
18,280.12462389100943,275.79684210876104,RUS
19,310.1550396825397,311.0141329747207,HAM
20,320.39643119264827,325.28105594037265,HAM
21,298.04411771294764,314.64545054482346,HAM
22,222.80635802469135,218.35201082648044,RUS
23,270.60572685749236,267.9735359298514,RUS
24,306.66775017253275,306.22667254533326,RUS
25,,318.53703679999995,HAM
