Minisector,LEC,NOR,Fastest
0,244.58050756079123,242.609386764873,LEC
1,274.3050996065095,277.0490999791181,NOR
2,177.31570608395793,174.09932590128827,LEC
3,163.08553536217426,150.02891840826555,LEC
4,256.4112827265651,255.64410839416934,LEC
5,265.9903984995904,266.29545060968945,NOR
6,222.95360910197303,214.21304504365693,LEC
7,205.3058414180405,196.01177063710654,LEC
8,158.34023582361914,149.39584139319422,LEC
9,214.17597473947612,213.51901263514637,LEC
10,270.1240573526837,271.3665260080055,NOR
11,117.70456601837603,111.872798265889,LEC
12,206.39747350831752,209.25023531289457,NOR
13,268.7803976748052,278.06741598933337,NOR
14,289.8003620001606,308.36181338355766,NOR
15,298.0681156030075,321.6078390415238,NOR
16,238.71728006912215,218.17097337902956,LEC
17,134.44313439345186,120.01840160659177,LEC
18,133.96525474855176,132.86049273504977,LEC
19,125.96158991075285,122.91725664400346,LEC
20,219.7570021936762,231.08560099287138,NOR
21,252.0471511185185,260.25957834724386,NOR
22,228.34791683583998,219.48304500732203,LEC
23,208.336041874251,195.56324247342104,LEC
24,136.17571481055944,131.99252309308966,LEC
