Minisector,LEC,GAS,Fastest
0,276.99634252506513,277.04848555499933,GAS
1,285.08151501284846,295.8718576635638,GAS
2,269.7971676823147,276.19967778411575,GAS
3,177.35005489768838,164.1357018444629,LEC
4,115.82489398728136,111.87574530249158,LEC
5,245.72470520353247,236.38734781084065,LEC
6,298.22889610419196,288.08672611301824,LEC
7,309.6603219690816,292.20975668420385,LEC
8,171.71236276437773,168.05532130085226,LEC
9,136.77714896427383,131.2995706491505,LEC
10,248.93455670457394,244.584767323623,LEC
11,283.83058954118746,293.57373564561544,GAS
12,288.85932533038743,298.01043976093246,GAS
13,275.4594550739927,262.18454520108094,LEC
14,287.86121281626913,284.61885648761904,LEC
15,279.6569723926833,281.4277041345017,GAS
16,243.69662638134383,241.08564208536052,LEC
17,219.00511668215182,211.08565331267556,LEC
18,285.00882364275134,276.86163193087236,LEC
19,309.4372223573333,299.65374149175733,LEC
20,306.0085381721553,300.95826301848734,LEC
21,225.89277037641725,214.65772573600438,LEC
22,235.07223021824822,234.14602056491356,LEC
23,134.76579288699762,135.0764906064641,GAS
24,206.93835505913123,201.18604942296994,LEC
