Minisector,VER,RUS,Fastest
0,248.96537203504053,258.592259699976,RUS
1,130.74571506904428,126.99209520226549,VER
2,263.313430202353,258.78707854008906,VER
3,300.2224474105381,304.5576116391096,RUS
4,285.4122232444733,308.0780403492675,RUS
5,299.1978317858646,317.16328570148573,RUS
6,306.62573037831504,324.42058970812894,RUS
7,308.6568517536508,326.03683486188265,RUS
8,191.18900468640695,189.2880746099453,VER
9,193.88874493463888,190.82044574648666,VER
10,188.49817851473844,183.7097684632344,VER
11,179.55705752706788,168.1323128628518,VER
12,256.4982778097959,246.871066020702,VER
13,274.93680380902737,261.6409522279745,VER
14,278.6458159080071,271.4025777561097,VER
15,269.05965913867993,270.2312002760427,RUS
16,189.39745967001406,175.17656834949278,VER
17,196.09077087754525,183.1124606721693,VER
18,238.55612771581826,224.5854702349028,VER
19,286.300588215805,278.22431430676977,VER
20,307.5706632393143,305.04905740867724,VER
21,313.6654779541201,314.39738407756016,RUS
22,312.4621725873593,313.8363595335065,RUS
23,247.87704715761117,256.33217983729355,RUS
24,114.65024270579626,110.1608821386037,VER
25,225.343752,223.42500195555556,VER
