Minisector,VER,SAI,Fastest
0,290.5731894698465,291.94788433886623,SAI
1,299.1656731405128,301.17307912727273,SAI
2,285.14835733,293.86590042918715,SAI
3,120.03367067642982,111.04308721419794,VER
4,226.07762385771255,226.39094037394264,SAI
5,271.93627951424804,272.05179369179757,SAI
6,215.92979171366665,213.18546714939004,VER
7,168.08735284338624,169.26454301672268,SAI
8,224.28568172106964,210.60203780276706,VER
9,228.75443168571428,223.48414631226737,VER
10,122.03639544550305,114.35409333337036,VER
11,232.49295125157823,231.27543882133546,VER
12,119.7096837652386,118.32503003461814,VER
13,225.5112848802791,223.54208976950702,VER
14,272.90121042957395,275.6808334533333,SAI
15,231.8699941227385,236.1064629876132,SAI
16,203.21207259521813,194.79621745797533,VER
17,253.3880427938624,246.47486033879366,VER
18,210.29102837223974,217.90437057555707,SAI
19,186.54693192787303,179.62233791178295,VER
20,264.43213869619063,263.32057823129253,VER
21,289.46476785124713,289.74507854057845,SAI
22,170.9167953243501,181.6505027958153,SAI
23,212.87595208492553,199.8460854075987,VER
24,271.00882607512466,270.3174188311688,VER
25,,283.8374992,SAI
