Minisector,LEC,STR,Fastest
0,271.92916345907054,268.47393649284857,LEC
1,286.3072355629868,287.7305636097965,STR
2,288.4145427660131,295.8779144008556,STR
3,129.3123342064934,132.0718652238234,STR
4,195.57962730188032,190.1361980969095,LEC
5,256.763449813404,254.9994392205752,LEC
6,143.54035364785167,142.56859696615402,LEC
7,206.16429723339937,205.23830518383272,LEC
8,259.0864491294118,256.15592714666667,LEC
9,275.41224195003065,280.1662031558897,STR
10,239.64388426095238,237.4804988121212,LEC
11,185.03561584670075,180.69846840734436,LEC
12,191.1719229587547,186.6319114590941,LEC
13,146.03895202362145,137.11226544155937,LEC
14,178.14399308426303,176.91660983572018,LEC
15,159.24100279794038,162.0017136922124,STR
16,216.11896715916356,218.39513965007592,STR
17,243.41429753866848,238.85212279932776,LEC
18,248.62907375085715,243.31747657142856,LEC
19,244.63846103951514,231.04154219667112,LEC
20,148.29511254093143,141.95265128761906,LEC
21,128.12817451291858,132.06594352510743,STR
22,163.99062531011913,173.24945668982065,STR
23,154.37544650803324,153.57327975083308,LEC
24,228.61514517520936,228.26086997622437,LEC
25,257.42727272727274,,LEC
