Minisector,VER,ALB,Fastest
0,316.86872908,317.3047548816126,ALB
1,326.6394897959184,326.74656249,ALB
2,322.496418191345,323.9220110771581,ALB
3,170.20434532936105,183.82618907283833,ALB
4,124.36888039791745,123.55029852650529,VER
5,263.87926116141415,265.9105188767273,ALB
6,298.65524388304294,296.36848608987015,VER
7,311.6974414830409,314.3695370745679,ALB
8,263.1365545712807,256.9460327122689,VER
9,141.77489658298973,139.70792853434406,VER
10,209.53111583046396,201.21059573930904,VER
11,216.44854460603673,209.430409230216,VER
12,194.27639292168794,187.4094734043369,VER
13,267.97616811757194,265.35691650133333,VER
14,297.0047257345724,299.86716206049095,ALB
15,310.7951315873684,312.63712589351474,ALB
16,258.1155479404489,256.53952949335394,VER
17,211.5516052807174,203.22734944550064,VER
18,271.6903754662451,269.60550348733733,VER
19,304.4402251726708,303.7992188706151,VER
20,315.9041667047619,319.74010025062654,ALB
21,294.44749700096617,284.2645604400881,VER
22,206.24126191883485,196.36195196721775,VER
23,262.78769912967033,260.1612193340837,VER
24,299.7246892398032,300.11351923305784,ALB
25,311.94999936,,VER
