Minisector,LEC,ALO,Fastest
0,282.37971085687803,277.2081637285532,LEC
1,299.570410730284,295.28296885428574,LEC
2,293.9512031924544,293.5272586020834,LEC
3,169.61960263667453,175.11133978737575,ALO
4,216.97183358653174,208.64163574718617,LEC
5,196.67488637288739,191.5595962188633,LEC
6,175.10978268145524,176.65710023622324,ALO
7,199.89491850525727,195.9385116829975,LEC
8,252.26980868002383,246.89804248814815,LEC
9,264.84622327238094,259.41673690652306,LEC
10,163.1674900898324,165.58496973963523,ALO
11,232.2946842740497,232.44317598864333,ALO
12,111.34401498118586,118.39672775431858,ALO
13,223.74716717489252,222.32829019184052,LEC
14,276.55446844557724,272.4384055809524,LEC
15,293.4332961,289.63905863618294,LEC
16,204.70572119264182,205.43384241777778,ALO
17,184.11337522739078,178.38842827083616,LEC
18,260.6507581554669,261.7553690446887,ALO
19,292.0693109044346,289.603297208628,LEC
20,303.7369124537987,302.28681557079364,LEC
21,304.92100273724867,303.2345488845773,LEC
22,273.55926440478805,267.15862734592594,LEC
23,113.48025848064648,111.59893973800456,LEC
24,232.41539070476188,233.7467603615661,ALO
25,,263.9236124444445,ALO
