Minisector,VER,SAI,Fastest
0,281.9394506238603,290.4217800292064,SAI
1,123.70385677013142,121.08651304408292,VER
2,161.94534222250445,171.41489073277802,SAI
3,217.56581323658725,200.83300892850795,VER
4,165.24812101213132,172.742867079017,SAI
5,244.7581799360242,243.72265438223323,VER
6,215.11314765217392,209.07714948845714,VER
7,141.15587768910407,138.41585963269998,VER
8,237.40171837714286,239.51601365656566,SAI
9,276.06390051137254,285.73023778024276,SAI
10,287.5490730955315,291.22774175396825,SAI
11,154.05571515084486,154.65819098506591,SAI
12,223.43650745190013,223.37077756732282,VER
13,270.9402575174943,271.67273028,SAI
14,269.08183040694564,260.47963826651653,VER
15,96.86345441992502,103.72318690808318,SAI
16,218.1917044285306,223.66450006044442,SAI
17,272.7869214233766,275.77580487230625,SAI
18,294.87046048750636,306.6377172939021,SAI
19,305.4335635805195,320.82134600428907,SAI
20,311.1181469707602,327.816344295873,SAI
21,288.1461556404509,270.34143231839926,VER
22,160.89939309260163,145.89120535232723,VER
23,238.1685923886595,235.80412926548755,VER
24,281.49473720760886,283.9724759635153,SAI
25,289.0571428571429,,VER
