Minisector,HAM,VER,Fastest
0,309.8707383216562,297.3660486218552,HAM
1,316.21469299649124,298.231140322807,HAM
2,311.2701392,298.0859649122807,HAM
3,231.7503755125596,237.86428717404294,VER
4,222.91430959706958,235.689080595482,VER
5,118.62423670695226,116.65752975813142,HAM
6,214.71865668793708,219.39015701354245,VER
7,268.002650569697,270.1096019478261,VER
8,233.63267165866665,229.7400293025349,HAM
9,118.4729541407897,116.28824989746492,HAM
10,234.40859908944188,237.260342584127,VER
11,244.67699357681158,253.9077048996234,VER
12,139.7075654950058,137.8784963804545,HAM
13,210.20954257495592,215.21881114396854,VER
14,268.0868926926077,270.68049255757575,VER
15,229.36512722962962,226.48620525785094,HAM
16,157.04175788444445,161.85103546076803,VER
17,238.38699925333333,243.56840324444445,VER
18,125.74903215591162,123.7625356992627,HAM
19,148.1324012550392,147.99475140602664,HAM
20,190.4363859657143,194.42902422068966,VER
21,261.1419849956693,260.43218697457826,HAM
22,278.2791663746032,277.0358278530612,HAM
23,285.26150764263036,283.94291674666664,HAM
24,290.79344053864634,290.48994373132837,HAM
25,293.0,,HAM
