Minisector,VER,NOR,Fastest
0,268.81765170072384,269.77361126736844,NOR
1,294.8557202996115,297.534843756041,NOR
2,311.6233009188991,311.4927858055977,VER
3,318.66112169025644,320.9732777268148,NOR
4,324.0143612676923,325.69006949333334,NOR
5,323.72265645,328.76534223352405,NOR
6,204.42042483286207,192.69268884334974,VER
7,103.13087323667428,104.11502873457557,NOR
8,182.1011543642328,183.1754776752268,NOR
9,257.9886363649732,258.36147482328045,NOR
10,286.88028461414143,287.29808532143625,NOR
11,160.3969177676055,161.39723908344004,NOR
12,96.08736592198058,92.5499346818846,VER
13,113.99616628118254,112.81207125679653,VER
14,219.45099060548563,207.9742674010745,VER
15,184.25539787973855,178.70006528161616,VER
16,218.7516377880129,213.22128977659756,VER
17,174.86301705003956,171.8586041608038,VER
18,228.67888099690234,236.08186003374007,NOR
19,274.4207338948776,275.9791076796537,NOR
20,239.3307679847619,229.32145475445958,VER
21,145.17240175317025,137.68961000191146,VER
22,98.13204428611672,96.24009408694326,VER
23,122.68240458822955,117.24900469199319,VER
24,223.06943569661826,222.5344627147505,VER
25,252.65,,VER
