Minisector,BOT,SAI,Fastest
0,257.1761153393985,255.17038784761903,BOT
1,208.75966913015873,205.30563648179273,BOT
2,223.35534905603095,218.02343869999999,BOT
3,261.87216095140417,263.51556850392154,SAI
4,275.51923714194345,275.7495002026667,SAI
5,216.01151598571428,216.5208950491859,SAI
6,98.72505571417643,93.46862643063685,BOT
7,182.63770858025393,183.27972457788675,SAI
8,268.1969547897436,276.1020960792381,SAI
9,289.66397407241163,309.29030638004537,SAI
10,298.3286457777778,320.65747185442274,SAI
11,293.63212435033034,313.7174234666667,SAI
12,113.59869707491023,113.63280890932508,SAI
13,216.56878602380954,215.89210551965436,BOT
14,276.6121187230476,275.12383368533335,BOT
15,293.51689949151137,293.58184528888887,SAI
16,215.21673520612615,221.6927978470046,SAI
17,126.51872246834915,122.28421603482592,BOT
18,152.6045854095238,153.48641938352552,SAI
19,252.17579777593141,251.92147472527475,BOT
20,157.44232600799424,153.6754449665925,BOT
21,131.22720826862306,129.22342591118993,BOT
22,206.94157813290562,204.31317261367408,BOT
23,208.07999826673932,206.53472184242426,BOT
24,169.21839404227643,165.695879902414,BOT
