Minisector,PER,OCO,Fastest
0,260.94605365567963,263.5352902339416,OCO
1,133.31294380422386,133.3619170893699,OCO
2,267.4036656370755,264.48243216891916,PER
3,307.81217756825396,307.8847750359008,OCO
4,306.4050000213333,307.07521047960887,OCO
5,312.4574398218106,313.64822592513576,OCO
6,315.24385881496,319.0496528,OCO
7,311.31395793754547,316.90973375508753,OCO
8,197.6156233390753,203.99543643981892,OCO
9,201.17407710841,196.54957768822055,PER
10,178.93090027642612,185.04012116462587,OCO
11,164.9982869282115,161.15457744344428,PER
12,256.3060263495241,251.36120824426362,PER
13,283.5182957390713,277.9264879619048,PER
14,278.21480039553444,278.2662501058495,OCO
15,271.2842258377176,272.72334567054673,OCO
16,183.57479376984446,185.30000195240189,OCO
17,190.96719028917335,188.78099214144154,PER
18,244.76221248735632,242.48396921691787,PER
19,290.82793551480876,289.4865710384762,PER
20,312.50070230913144,312.72795137777774,OCO
21,319.51444358029335,319.6659142814815,OCO
22,318.6529266666667,318.89484326623415,OCO
23,259.76668375491266,266.1104125000274,OCO
24,115.24743140742893,113.43234679227557,PER
25,232.7000064,229.27860287815048,PER
