Minisector,HAM,SAI,Fastest
0,293.42067343946127,302.3381252444444,SAI
1,212.02559322723917,206.72065832471893,HAM
2,143.86191176950229,139.08684264450216,HAM
3,218.7246012657085,213.59140309952414,HAM
4,160.34824718753785,156.8784060807867,HAM
5,183.33173404848483,178.45846482577159,HAM
6,247.94889142454758,251.17416746666666,SAI
7,273.09295067375797,276.9433895529412,SAI
8,279.1791609765854,286.2739999969524,SAI
9,261.6580785740289,257.6512410771242,HAM
10,242.7716508082251,246.17373834370372,SAI
11,241.65760318423276,244.47530675134456,SAI
12,209.6806267295046,204.70802325351067,HAM
13,137.83121366395383,132.69107674979233,HAM
14,148.99247288081511,135.98202454227615,HAM
15,175.67351987734185,182.80646571623933,SAI
16,245.54847121402386,251.0547459261457,SAI
17,238.38896975413627,237.36519621544235,HAM
18,115.3726389760521,111.40203741176819,HAM
19,191.28200450424242,198.9937512814815,SAI
20,201.80723019802744,189.2978776050866,HAM
21,232.76866123753845,233.7677795250794,SAI
22,259.75778468414455,262.88987447010743,SAI
23,276.89533703988457,284.1784677811305,SAI
24,288.7596195163359,297.40348757357776,SAI
