Minisector,HAM,BOT,Fastest
0,285.4506841192652,291.80781313333335,BOT
1,127.68344737515659,131.38741780194042,BOT
2,154.1106397463743,169.23645725714286,BOT
3,215.44130300289856,224.46043702032722,BOT
4,166.18402776769588,173.83594391247217,BOT
5,247.47799335233606,248.2356474074074,BOT
6,211.08803067906865,209.90156364444445,HAM
7,138.64870477688788,147.6128606710106,BOT
8,235.99290615632594,242.2009915767196,BOT
9,278.94791706666666,279.60212787856415,BOT
10,287.6997537882353,291.3754764088889,BOT
11,148.6151297402242,155.9709458790539,BOT
12,224.83000181333333,226.35702006971707,BOT
13,273.92879506436685,272.83009214814814,HAM
14,266.1500972783069,280.57195038285715,BOT
15,100.31206810081885,107.48994881269842,BOT
16,220.47194611555557,221.0779806273685,BOT
17,272.16947307699434,268.8629623703703,HAM
18,294.06824330024534,290.41838836265435,HAM
19,303.62809541079366,300.1167145397361,HAM
20,306.8998616789775,305.4899998577778,HAM
21,280.4473856964058,298.0418231239695,BOT
22,154.78099421754303,164.0843325514371,BOT
23,235.58134927028277,233.09763419316323,HAM
24,277.4622556235294,276.13996404012516,HAM
25,289.7833344,285.5208330666667,HAM
