Minisector,HAM,OCO,Fastest
0,274.5333773209529,270.7267830207035,HAM
1,299.57956079999997,304.29943250735926,OCO
2,312.267768167619,322.1000784271429,OCO
3,318.4057417804422,334.8036582452572,OCO
4,321.0956737429302,344.8708332952381,OCO
5,322.6861111365079,345.7054761447619,OCO
6,199.05725918837027,226.01437467062695,OCO
7,107.0364613600938,99.4641707416041,HAM
8,189.7773940694171,177.5406441945388,HAM
9,262.5665657050505,253.03356523047617,HAM
10,290.62218547092436,290.8758266115014,OCO
11,158.10195080360845,162.01841667310347,OCO
12,96.5904776026822,93.46906603282073,HAM
13,112.87925760912913,112.40717284841939,HAM
14,224.68295797493732,209.28267026262628,HAM
15,184.67838749634086,182.9448275292612,HAM
16,226.8809652603509,224.46801527873015,HAM
17,178.6336200902052,165.6773314443034,HAM
18,234.50101128698412,228.79692843631747,HAM
19,278.2644261928572,273.2732522647769,HAM
20,228.51865490777033,241.00091707654323,OCO
21,142.89965716563236,144.35418773125485,OCO
22,95.4100068283111,93.25272506083581,HAM
23,122.12741599450202,117.23235461714287,HAM
24,226.4950705347973,215.38006829079364,HAM
25,257.30192196923076,250.5625,HAM
