Minisector,VER,RUS,Fastest
0,280.7126043615638,295.11083703161904,RUS
1,291.61678321678323,311.3297949103399,RUS
2,295.77252367575755,320.7392387370308,RUS
3,292.2677972050125,316.6348874856079,RUS
4,163.71980491190502,145.131477793167,VER
5,199.46453687739103,205.018384451046,RUS
6,220.0264831663192,230.79356526222224,RUS
7,258.3151546554071,261.902409587134,RUS
8,243.69983588647955,235.12980182177517,VER
9,154.02419859000474,158.00816452407474,RUS
10,217.73046449211694,215.27150331455525,VER
11,128.06225870946147,127.3544479260937,VER
12,228.43309584018144,226.64937859635313,VER
13,170.38565360511234,172.37901603374627,RUS
14,206.08154480601516,213.95977506170274,RUS
15,224.99169437814936,223.55215767785725,VER
16,254.79309614351826,256.13579879575303,RUS
17,280.765125772549,273.5182543714927,VER
18,140.56592095784535,146.47321393471165,RUS
19,161.22212289646868,168.25805895294263,RUS
20,139.98255576389414,140.64697536174148,RUS
21,149.05532816063905,151.18156969460023,RUS
22,108.55030472421406,107.35298163088659,VER
23,216.06336578636436,216.2973295533041,RUS
24,262.6701913615111,263.00584268128995,RUS
25,274.7053952222577,275.6249984,RUS
