Minisector,HAM,ALO,Fastest
0,270.47377429691875,279.5680991675235,ALO
1,290.63450017705026,306.8614279720635,ALO
2,297.26386388143413,310.93750013333334,ALO
3,128.80678965603067,123.53863267160716,HAM
4,191.87035274832894,195.02163903011876,ALO
5,258.1865361735447,260.735418718406,ALO
6,141.59817410238895,133.78744964817832,HAM
7,204.1508444914732,205.36664899568305,ALO
8,260.8786125510762,258.7737720988899,HAM
9,283.3199916485172,278.25613423963904,HAM
10,225.8016133544172,226.4718779992263,ALO
11,177.66451809282793,178.26426657163427,ALO
12,186.57217349130204,188.87534670091634,ALO
13,146.18494521325283,141.3137912436827,HAM
14,179.28385981456222,171.8486818446849,HAM
15,158.62569009785693,155.99420407755485,HAM
16,215.63926596410235,216.43990770853864,ALO
17,232.80235957897594,228.35552009513708,HAM
18,236.51236486268607,238.99405101680023,ALO
19,236.75289857872244,234.29674381025316,HAM
20,144.2684858275267,141.84484555634685,HAM
21,138.15980589514703,128.45166338850237,HAM
22,168.9105459829106,169.14911400054476,ALO
23,150.80359573593495,142.26084384960777,HAM
24,227.63940055470994,227.966816222706,ALO
