Minisector,NOR,HAM,Fastest
0,298.6936787753873,295.3007354215092,NOR
1,308.51352498966133,306.4136364350877,NOR
2,313.2302528485498,311.9339445949556,NOR
3,296.54791005291,314.87405864744574,HAM
4,163.29680094406132,156.56974120202483,NOR
5,209.09905325033586,212.95485506937197,HAM
6,239.53935890241547,240.98126746719564,HAM
7,269.91048585200764,273.9212974064762,HAM
8,245.1442851986532,239.3653024268323,NOR
9,167.0948871272882,157.60179883230214,NOR
10,221.81239883048667,213.9441771920635,NOR
11,131.02376758238285,127.93277893634419,NOR
12,232.74337811875776,237.07166169739855,HAM
13,179.51526773289436,172.68305638787083,NOR
14,219.1964434873957,223.81805101030002,HAM
15,247.3196691595985,242.38635999529697,NOR
16,268.27823229714284,272.5838595583109,HAM
17,290.836505821645,301.1802287653874,HAM
18,171.48972281678002,144.28514717604335,NOR
19,172.33888592868422,167.8447678364475,NOR
20,144.6533694244699,137.56770085754349,NOR
21,236.83142222111277,233.46291107091787,NOR
22,269.12565602680775,265.39218261303427,NOR
23,258.1288512795403,248.7318266011427,NOR
24,282.92473911649836,279.0628504141923,NOR
