Minisector,LEC,HAM,Fastest
0,281.16509490784756,290.7676129714157,HAM
1,140.9995821873924,142.71307690720099,HAM
2,218.09368299109232,213.46646181847353,LEC
3,284.83063833925235,269.9654063912827,LEC
4,320.9527356735352,314.77895230988685,LEC
5,307.28530653998047,313.56305455258604,HAM
6,149.15110610492636,147.99522951719015,LEC
7,237.45472132155626,250.96764236832865,HAM
8,108.35926835580719,117.10958692756036,HAM
9,172.0599299017348,153.90274631242073,LEC
10,280.8129018685278,274.6148404679261,LEC
11,302.03925061776664,300.4277363924567,LEC
12,210.96826513572393,245.86128115787378,HAM
13,175.074268743971,153.5132837067872,LEC
14,281.7168758717616,271.40980628950723,LEC
15,313.77793449858586,312.17622378729897,LEC
16,326.2399648386755,324.999972487033,LEC
17,335.29543187704695,334.85874976969694,LEC
18,345.79902214659035,339.20424109714287,LEC
19,351.80381268600956,333.7143627537045,LEC
20,197.1143704343999,220.2889843390806,HAM
21,158.185010225235,157.51599450350105,LEC
22,276.7993358743928,276.75785737932455,LEC
23,310.46114530211514,312.7129760829807,HAM
24,319.3692495455704,323.8584049290208,HAM
25,,320.6466167584374,HAM
