Minisector,HAM,LEC,Fastest
0,276.7874121821167,275.0548455687716,HAM
1,293.6143308901935,297.34907350187035,LEC
2,288.2825223671014,296.2485000472381,LEC
3,190.66045455628816,190.88870855434644,LEC
4,129.18489883835983,122.52071085973476,HAM
5,238.48184603253685,237.13531961915217,HAM
6,284.6258660114214,286.0929350796524,LEC
7,293.68266666666665,302.99023351414485,LEC
8,183.6911530533063,175.1882894781789,HAM
9,150.62028479093996,139.61132859512065,HAM
10,253.41378073732844,251.22409971453234,HAM
11,289.3744283153148,287.57086833417253,HAM
12,303.07968033649655,297.96842073129045,HAM
13,282.41316672,279.6836418765432,HAM
14,299.8137859474285,301.6662482795995,LEC
15,302.4310515873016,306.17567660900477,LEC
16,265.49605896830496,254.13051964936608,HAM
17,232.44261834622353,215.48225551521534,HAM
18,283.8303337386667,279.6443337216887,HAM
19,308.1063323076823,306.6838766376812,HAM
20,310.0295072562913,314.7829969358178,LEC
21,237.7339868677994,217.6635715148399,HAM
22,262.6525512272109,258.227033231746,HAM
23,140.25271758231466,136.62706623546507,HAM
24,214.85451497095292,211.78566914442007,HAM
