Minisector,VER,HAM,Fastest
0,285.97583047978196,297.54730081212125,HAM
1,160.00610524202483,151.90920876509682,VER
2,172.8294051410101,163.44791402258122,VER
3,249.60761829159512,245.3799650727619,VER
4,282.4969195160091,282.65137436398265,HAM
5,248.27040593902368,245.34674925804927,VER
6,226.7364299134694,218.33269116838088,VER
7,158.3451073718656,152.01368774392608,VER
8,233.182187527384,227.34781566202687,VER
9,278.1205567106221,279.86034045669993,HAM
10,296.39836716843536,296.7998840250677,HAM
11,304.7436645023888,305.7057411931726,HAM
12,309.0058927817143,310.68943885539846,HAM
13,306.5375298961378,303.1953909617778,VER
14,136.4233528669611,124.87269056725272,VER
15,120.59691776731084,121.6359985873737,HAM
16,95.91733902264612,94.78342221861061,VER
17,230.87106383726086,230.66697962437317,VER
18,282.28813740190475,284.5803883765427,HAM
19,302.38512519227953,304.285044496,HAM
20,314.284644587726,313.7069567595238,VER
21,315.2131060214668,313.9462444224755,VER
22,121.06716170865445,127.47118842177089,HAM
23,202.38749713617744,196.27936296932373,VER
24,267.81153377212,266.82266655144326,VER
25,,280.49999872,HAM
