Minisector,VER,HAM,Fastest
0,288.68017515391284,288.4696769129634,VER
1,305.94184450569105,306.42070298543285,HAM
2,309.8872785603628,298.20710448533333,VER
3,198.8235196555884,196.05681951724088,VER
4,235.23910436658687,232.50510423087252,VER
5,226.421482400057,219.19548739896877,VER
6,209.84272314712481,211.70966705348658,HAM
7,237.32293833120625,229.42091448465098,VER
8,272.260378195671,268.19497478119865,VER
9,275.78073869765086,270.85095851733337,VER
10,174.1701330376568,175.6653917945037,HAM
11,240.72052317836224,238.12615545494378,VER
12,117.48098553754957,117.08306109853343,VER
13,226.48933943159267,229.68627876591202,HAM
14,278.9621494350914,278.368557814668,VER
15,293.0825899873621,293.2283331684849,HAM
16,222.5789007210604,213.20008971000115,VER
17,186.7039610511123,189.76866908490155,HAM
18,268.41209670342414,268.6083172230127,HAM
19,293.7964999953168,293.6167754852174,VER
20,305.2087712879184,305.23822879945925,HAM
21,306.4350172844444,304.89483055864923,VER
22,267.8352994813473,278.6079909783689,HAM
23,116.76530054434669,121.35101472788986,HAM
24,243.45726233913996,248.11191166774802,HAM
