Minisector,LEC,NOR,Fastest
0,266.7801472,269.77361126736844,NOR
1,292.3336474867248,297.534843756041,NOR
2,304.77818631215683,311.4927858055977,NOR
3,314.63031997142855,320.75708327873014,NOR
4,320.2741319111111,325.5600641476923,NOR
5,321.8352232285714,328.76534223352405,NOR
6,201.85364502470668,192.69268884334974,LEC
7,104.26816601245837,104.11502873457557,LEC
8,178.72832337737287,183.1754776752268,NOR
9,255.02129641481483,258.36147482328045,NOR
10,285.69047636825394,287.29808532143625,NOR
11,165.79838303821882,164.05464705288804,LEC
12,95.9591575574621,92.33243598824691,LEC
13,111.04326089740381,112.81207125679653,NOR
14,213.46601363014491,209.8254230931892,LEC
15,185.29857896693173,178.35720573108225,LEC
16,222.07880523636365,213.22128977659756,LEC
17,172.7916894065934,170.622396628527,LEC
18,234.11162185785125,233.33186003374007,LEC
19,272.8931621495238,274.9803366396741,NOR
20,241.77863408521304,229.32145475445958,LEC
21,144.95410120364656,137.68961000191146,LEC
22,94.8015043621483,95.53269205015371,NOR
23,122.30965821617428,116.08876023485031,LEC
24,218.6232630233766,220.2634540475844,NOR
25,251.62,,LEC
