Minisector,VER,SAI,Fastest
0,271.48414440624555,269.59007737111114,VER
1,296.5654916480808,299.0105802171044,SAI
2,311.6037617579965,313.23218110920436,SAI
3,318.0357378979744,320.88841655466666,SAI
4,322.3868590993007,325.17952985738526,SAI
5,323.89579476389343,328.69567219563896,SAI
6,194.50472123500995,202.90973874271782,SAI
7,107.11940648909771,103.30421648601869,VER
8,184.9400874999034,183.17143326012504,VER
9,259.994010689801,262.3815785550092,SAI
10,289.2889396997442,291.55870543349204,SAI
11,169.96066052568543,155.79492488557023,VER
12,100.76607765938321,91.4355441700761,VER
13,114.53758203985608,111.73785252915131,VER
14,220.4414608795228,219.81878024888888,VER
15,188.2417106070226,177.138199643327,VER
16,223.89554622713754,214.92946144518658,VER
17,176.82495946481052,168.88685875060273,VER
18,234.51729000973543,237.1860282651462,SAI
19,273.9344899063168,281.9594015146858,SAI
20,241.36229764571428,247.86937251794052,SAI
21,144.87592633223778,145.4198102381768,SAI
22,95.70110987911364,95.5659930368383,VER
23,124.88632413370064,120.6048890337733,VER
24,222.994038631101,225.79971000458033,SAI
25,254.52142994285714,,VER
