Minisector,NOR,LEC,Fastest
0,270.92827709283836,271.92916345907054,LEC
1,287.25049071407403,286.3072355629868,NOR
2,292.6454845098136,288.4145427660131,NOR
3,127.80736396100038,129.3123342064934,LEC
4,193.0471364116511,195.57962730188032,LEC
5,253.23727930145904,256.763449813404,LEC
6,142.48028916204737,143.54035364785167,LEC
7,209.16057859726206,204.7344276063461,NOR
8,256.40782508382875,257.89394801269844,LEC
9,277.0347338487395,275.41224195003065,NOR
10,245.11663545112782,239.38369408521302,NOR
11,183.84484303941392,187.16246876646144,LEC
12,195.22843165038137,191.1719229587547,NOR
13,145.36674521751337,146.03895202362145,LEC
14,179.25059218351254,178.14399308426303,NOR
15,160.7272364710787,159.24100279794038,NOR
16,220.92601296888887,216.11896715916356,NOR
17,240.60129209561833,243.41429753866848,LEC
18,244.9119567977938,247.72621815177942,LEC
19,240.32181521471327,249.84862773818182,LEC
20,145.81785573672371,146.89761233521716,LEC
21,131.8136269317624,131.13754959863286,NOR
22,169.7263437302806,162.1288796097702,NOR
23,155.0862408649178,153.01856551865507,NOR
24,233.2430161922902,225.59458212759031,NOR
25,,257.2920459636364,LEC
