Minisector,LEC,OCO,Fastest
0,295.30379587160496,281.9406488462027,LEC
1,163.46209916813208,155.82115407366229,LEC
2,171.24850044732497,169.87604407330883,LEC
3,250.78502474933828,243.7377268679241,LEC
4,282.75977636598617,274.00891284827406,LEC
5,250.97287766105399,228.34418444941727,LEC
6,231.9721553772431,213.96805929517396,LEC
7,160.35128493973028,152.02315308072215,LEC
8,229.55952528895654,233.2768296348385,OCO
9,278.70274790549706,281.5129291617015,OCO
10,298.69637844771916,298.7452707358214,OCO
11,313.9528808765186,308.510571229145,LEC
12,320.13377190175436,309.83992486255636,LEC
13,318.29162936485307,298.9486258013816,LEC
14,129.33554147480103,122.76084382387712,LEC
15,118.80568400976483,110.2448201429228,LEC
16,98.15035036638346,101.67931712355403,OCO
17,233.36959278099755,235.97384736240818,OCO
18,283.43594607847615,285.01252627205696,OCO
19,302.45455982419753,304.0365547621739,OCO
20,313.8088477970068,315.618202105679,OCO
21,310.44844827107767,313.367831027451,OCO
22,121.69518599481593,116.99530315619283,LEC
23,203.89970728277058,210.36592124832163,OCO
24,269.7969609968849,265.21219808783394,LEC
