Minisector,VER,RUS,Fastest
0,316.86872908,318.03630268478054,RUS
1,326.6394897959184,328.43404613132833,RUS
2,322.496418191345,328.20205620037194,RUS
3,170.20434532936105,190.463296617815,RUS
4,124.36888039791745,125.01477547310533,RUS
5,263.87926116141415,263.29019682905056,VER
6,298.65524388304294,300.20937289433107,RUS
7,311.6974414830409,313.9154858105263,RUS
8,263.1365545712807,267.48490005707004,RUS
9,141.77489658298973,138.85128748018684,VER
10,209.53111583046396,211.85126349871354,RUS
11,216.44854460603673,205.90330273576814,VER
12,194.27639292168794,188.02485411548574,VER
13,267.97616811757194,263.29435274352215,VER
14,297.0047257345724,301.7223735044156,RUS
15,310.7951315873684,313.90156633040414,RUS
16,258.1155479404489,268.14058622412466,RUS
17,211.5516052807174,205.60727469347069,VER
18,271.6903754662451,269.0962081475224,VER
19,304.4402251726708,308.0574547188254,RUS
20,315.9041667047619,319.464828280596,RUS
21,294.44749700096617,305.40558327501236,RUS
22,206.24126191883485,201.22956675917533,VER
23,262.78769912967033,255.745977936734,VER
24,299.7246892398032,299.28357480855766,VER
25,311.94999936,311.75357074285716,VER
