Minisector,RUS,HAM,Fastest
0,293.44521872442687,290.44648544861286,RUS
1,160.75869554821344,156.15438809498406,RUS
2,163.48386164952504,165.11584412170373,HAM
3,244.9741257148718,236.56044708864468,RUS
4,268.9190251951561,256.92691318883834,RUS
5,236.98360663042737,238.84478670521543,HAM
6,212.18425217460705,213.47249803987705,HAM
7,143.17310478523342,145.70698905937323,HAM
8,228.9632963095994,223.57155914095472,RUS
9,304.7880515487831,295.7922613043084,RUS
10,324.70435258164747,317.801781987997,RUS
11,330.6063155957895,315.9011215755267,RUS
12,326.69613441791944,310.5675502034568,RUS
13,321.8130494036105,305.413601728572,RUS
14,127.91400335779471,131.09210915326994,HAM
15,113.6127404831656,120.40868312400991,HAM
16,98.07087887840433,101.57828503453375,HAM
17,241.57525292698412,232.90327859717172,RUS
18,307.3662773672879,299.9242163122922,RUS
19,328.1924433347369,318.7273710782932,RUS
20,328.2773629281937,316.3926535747368,RUS
21,324.7221601647118,313.04969153156964,RUS
22,124.64764200905826,125.93481346206413,HAM
23,202.7469480399186,190.86583951290868,RUS
24,276.2651328522191,270.86975543529013,RUS
25,285.0,283.7,RUS
