Minisector,HAM,PER,Fastest
0,250.89174637714285,262.5988567749413,PER
1,140.301917269394,129.76728897163713,HAM
2,265.7187508571429,261.97198315402295,HAM
3,306.02397899701856,310.2032612972448,PER
4,303.89666653866664,311.56887402539684,PER
5,310.5034852396393,321.63308721914,PER
6,314.78858508888885,336.0154762467909,PER
7,313.9138814480082,342.2540953757006,PER
8,212.12212197248675,201.99081591578948,HAM
9,203.5824688170887,188.8417714679391,HAM
10,194.1756720221916,182.41529476703724,HAM
11,170.68979666141087,160.8283533057033,HAM
12,248.8695844977778,246.6389699587589,HAM
13,276.4332671362556,274.75488673684487,HAM
14,280.6059635942301,273.9304295089039,HAM
15,279.7125970621177,269.5492764952381,HAM
16,192.53914389478612,182.27372782231174,HAM
17,198.9563800368243,188.01000534787258,HAM
18,241.9753453171886,234.89295365350804,HAM
19,287.043927678423,284.29942306266815,HAM
20,306.05430487159106,307.2607414728429,PER
21,314.2579709217391,315.4722222666667,PER
22,312.1610188398608,310.6999481706004,HAM
23,261.97924918752057,247.71046828027588,HAM
24,118.83169423063886,115.94630833286845,HAM
25,230.25,,HAM
