Minisector,HAM,VET,Fastest
0,241.5991905118139,237.36518489244176,HAM
1,272.99480868888884,269.5606320022586,HAM
2,164.78548052786877,169.8812591192619,VET
3,156.11247963010408,151.1508604199885,HAM
4,257.10391101162344,256.8154580843867,HAM
5,268.71839985608466,259.8366291166532,HAM
6,228.29249843090244,212.5772856879746,HAM
7,206.846226413525,191.56380618856056,HAM
8,155.78900160513166,151.54458625413307,HAM
9,214.91631792,206.59775088113847,HAM
10,271.19134969900017,269.70650298110263,HAM
11,124.76722094071431,125.63373505907005,VET
12,207.33298875623933,206.0238490551283,HAM
13,269.76864197532336,265.7676231923656,HAM
14,289.7850141441847,286.0586765867113,HAM
15,296.6871520585621,295.86497493734333,HAM
16,234.0281714606105,244.04122967335283,VET
17,136.99007309730158,132.36988495799216,HAM
18,135.36872174732306,129.0058732076929,HAM
19,122.04103168380696,122.4854869864406,VET
20,223.3837534488445,221.93468819766898,HAM
21,257.98113519256054,253.42387304198,HAM
22,229.95319685845888,232.8105725111111,VET
23,215.17632294164557,210.1838672960527,HAM
24,137.51524645883833,130.16647267884554,HAM
25,,210.89861404444446,VET
