Minisector,HAM,RIC,Fastest
0,290.49380131338984,277.2655184965079,HAM
1,109.8853373863579,112.91336336225862,RIC
2,165.98260711863097,155.05406421164022,HAM
3,208.17366748104826,223.18172109047174,RIC
4,162.4771784211016,151.37923475281386,HAM
5,243.09150361410016,235.30156595654188,HAM
6,203.50490967720773,220.70692474545203,RIC
7,135.2362359284372,125.59942984380707,HAM
8,240.4278527846698,227.76507488054972,HAM
9,286.1168650793651,273.7024429868741,HAM
10,299.37453493181135,280.9791520341043,HAM
11,153.41731398222223,146.5438472801271,HAM
12,222.39413162469674,216.85395101488024,HAM
13,271.6123364802219,269.13837580147185,HAM
14,271.3621428571428,271.9701062788559,RIC
15,103.11217821425413,95.86946839027297,HAM
16,213.51502033454545,211.67647925762623,HAM
17,275.2180568917224,266.1107525551649,HAM
18,307.43962184873953,288.6643635705347,HAM
19,322.6787476016618,298.71727583910365,HAM
20,332.2853651139048,303.2180230814815,HAM
21,291.31244019138757,291.76360887394804,RIC
22,146.73459089511522,142.5593121397611,HAM
23,231.8481155088298,215.12370995957664,HAM
24,268.2503178723196,267.29311121066667,HAM
25,,283.9969698909091,RIC
