Minisector,VER,NOR,Fastest
0,293.57127179415204,296.0713980080145,NOR
1,305.21476330857143,308.02173225169594,NOR
2,306.00955800612047,307.0063722745092,NOR
3,183.8400800705627,192.78188646875842,NOR
4,207.56010171205634,210.75384406156468,NOR
5,204.41704619716714,204.52742127165533,NOR
6,265.4221967390846,267.20343376950956,NOR
7,253.37194707587878,255.52500077819232,NOR
8,215.58410068108745,217.17140335867816,NOR
9,211.27662504284618,208.43662769669578,VER
10,137.5280878931813,142.44645289754854,NOR
11,199.8414743325115,203.21486944063105,NOR
12,186.36735389043466,185.4301519283345,VER
13,253.22360678203523,252.92421129701393,VER
14,181.99060983601188,178.5226722877041,VER
15,234.2235500627141,233.75578922622213,VER
16,279.37042871497584,280.63725092566426,NOR
17,291.3988465200823,293.9648884742857,NOR
18,288.42167149144757,289.2693897363408,NOR
19,274.7563621670838,272.91590179646494,VER
20,267.4846153500831,269.87058571914764,NOR
21,265.99344471979737,264.81167873061753,VER
22,235.56926485292385,232.752909456262,VER
23,205.57027775415318,203.5436880307871,VER
24,269.1423797974773,269.50249497984584,NOR
25,,287.15749952,NOR
