Minisector,HAM,ALO,Fastest
0,296.65366444862497,293.5243058984127,HAM
1,254.81800437040204,245.80044673094017,HAM
2,199.2708998816214,194.3479512859896,HAM
3,262.12266522714276,261.8579172644571,HAM
4,215.85846254283925,220.98330215258093,ALO
5,113.19934449862227,111.04566608438489,HAM
6,171.4009458236428,168.44020283426798,HAM
7,252.35437535089685,252.74353917554382,ALO
8,288.08952374548295,286.1187153267864,HAM
9,303.7181576400287,301.3523717183626,HAM
10,306.273170137971,306.39659040991734,ALO
11,229.14771911999998,234.595664608,ALO
12,139.7784564082891,139.25190063358923,HAM
13,250.76737855981628,253.11547830902433,ALO
14,287.50203608029557,287.47092468391105,HAM
15,299.4368952332468,297.49027462101014,HAM
16,297.604844354632,288.0565949087076,HAM
17,256.3080137948718,253.5484306807596,HAM
18,178.59526814326264,178.12010715935955,HAM
19,175.65265822710677,176.44852038891577,ALO
20,175.04623673568628,180.1758609993645,ALO
21,241.6868390284815,238.73382851804112,HAM
22,121.75700086197678,114.09552392353142,HAM
23,190.5973748514671,193.10597955204244,ALO
24,275.336279454359,272.76961562875266,HAM
