Minisector,LEC,NOR,Fastest
0,256.02913294216023,259.2282404345679,NOR
1,235.01472517732768,234.89867658175325,LEC
2,145.3073376231884,148.47121011318671,NOR
3,237.24539947805502,244.41107420341567,NOR
4,268.70950024533334,268.79816661333336,NOR
5,183.59259511056024,187.34119522126196,NOR
6,101.25820431435366,103.17119616214161,NOR
7,133.89440570444427,135.4787504885077,NOR
8,246.49358519082892,248.79465094379756,NOR
9,172.5611331082045,173.56013451209094,NOR
10,184.79756818622118,188.36585525014107,NOR
11,254.62490142023395,256.32489305982904,NOR
12,237.60344694819034,250.73481437377717,NOR
13,258.2164088863064,266.3139999146667,NOR
14,280.5070655536232,284.42688949137886,NOR
15,279.3800998406391,288.6068848231884,NOR
16,136.8947975259182,151.73859756606154,NOR
17,229.68853669646577,235.95621675509946,NOR
18,275.77821277876507,276.4168972564029,NOR
19,285.15250493968256,286.8524854266342,NOR
20,286.546221720911,288.99109620952385,NOR
21,291.89402179710146,291.11439393939395,LEC
22,141.92322183831067,154.28666457725933,NOR
23,79.3728526300439,84.52341220343297,NOR
24,158.09212573486363,169.29758815335774,NOR
25,,240.2750016,NOR
